RowId,team1,team2,date,name,job,text
758,flyers,blackhawks,2010-06-02,peter laviolette,coach,we have had two replay goals before but the video we've got a voice on the bench in the back room he told us the first one he thought was in the second one he didn't think was in we knew right away it's always the interpretation of the league but i haven't seen either one of them to be honest with you the range of emotion it was nice to come back right away after that second one and score because you think it's over but we came back and got that last one. they were dominating at times the puck is on their sticks they're generating scoring chances you know when we popped any one of those guys down with giroux and asham which we did a couple of times it produced a couple of goals for us they seem to be really on their game right now offensively they're getting a lot of looks a lot of chances. i think he loosened up a bit you have to remember it's the stanley cup finals i think he came in hyphen we talked about it just lighten up a little bit at this point of the year you know what you have to do in order to be successful there's a lot of work there's a lot of intensity there's a lot of competitiveness in the battles in the same sense if you tighten it up too much you seize up a little bit we talked about just having some fun tonight come out and letting everything roll go after him and i think he took that advice because he was smiling all day he came to the rink and went out and played a great game sometimes you need to loosen up a little bit talented kid. it's tight out there it gets tight both ways there's not hyphen you really got to work for the scoring chances it's not as wide open as you would think for two fast hard checking teams it's hard checking to defense too there's not as much open room out there to create offensively as you would think the games i think they're going to be tight they probably feel like they could have won tonight we felt i told you earlier i wasn't just giving lip service we felt we could have won the two up there it's good hockey it moves back and forth quick. he's been excellent all through the playoffs he's been excellent for us especially the last four or five games really started to notice him physically and on the scoreboard he's playing with a lot of confidence right now that line was terrific. at this point yes i mean we seem to go up and down the ice and as games wore on hyphen i thought that was in the montreal series as well it seemed the longer the game went the better we were we still had a lot of jam and a lot of speed to our game so i would agree. i think if you're getting the chances you're going to be hyphen you know you're going to be not happy obviously you would have liked to have scored a couple more in the third and ended it and not have to go to overtime if you're doing the right things out there hyphen we didn't at first i still think in the neutral zone we need to be a little bit better but we got opportunities in the third period and we need to keep taking those looks. pronger was excellent i thought our hyphen we played a lot of those big four out there they were terrific pronger was excellent. i said this morning and i still hyphen i'm going to wake up tomorrow morning feeling the same way i am confident in the guys in the room to be able to win any hockey game against anybody i think there's that confidence in the room from our team as well obviously you have to go out there and do at will of work and play well we have a very good opponent that we're playing against you know like i said you hope the goal goes in it ended up not going over the line we don't get it we go back to work and we keep plugging along the third period was good the overtime was good and we have to keep our nose to the grindstone. i don't think danny went over the line one bit i thought it was a good clean hockey hit. we tried to play physical they're trying to play physical it's going back and forth pretty good you're going to take your licks on whoever you can out there scott hartnell had a good physical game for us tonight. it's not even the postseason it's been for a long time like i said this morning for us is comfortable we're okay with that we know how to battle through it we knew how important the game was tonight once we wake up tomorrow morning we know we have to hold serve on home ice i think the guys will be fine with that. yes i have i thought braydon has played physical everybody has to play physical when you're playing chicago they are a fast moving team don't want to do a drive by they'll take the puck and do something else with it it has to be done physically they're capable of a lot of good things so you have to make sure you're ready to finish your check out there it's not just about danny carcillo finishing his check or darroll powe everybody has to finish their checks i think braydon has done a good job. right now he seems to have so much energy out there you can double shift him you can double shift him without taking him off the ice he seems to have a lot of jam right now i think what everybody is impressed with and certainly we are as well is his ability to hang on to that puck and make plays it's really beneficial for a team when you're trying to create offense to have a guy that can stop and start and cut back and do a whole bunch of different things with the puck because other things open up he's able to see the ice he's got a terrific skill level it was a tremendous pick up for paul holmgren to get him here for the playoffs. thank you. yeah you know the first game was a must win the second game was a must win this third one is a must win we have to win hockey games we have to get into the race here it's an important game we're back in our building with our fans we have had a lot of great hockey games here down the stretch of the regular season through the playoffs even the one game we lost i felt like we dominated the game so it's a good place for us guys are confident we need to get on the board. i'm not sensing a lot of pressure as far as the building and the fans and the energy i'm a big believer in that i say harness all of it and ride it as hard as you can the pressure i'm not seeing it from our guys i don't see it in the interviews i don't see it on the ice i don't see it in the locker room we're a loose group we're really comfortable where we're at right now and we would like it to be the other way but we're not we're comfortable here because we've been here too many times we're looking forward to it tonight. well we didn't do a very good job picking our spots last game i really feel like we have to do a better job picking our spots traffic i'm a big believer in traffic i thought we could have done a better job of getting to that area it always makes life a little more difficult for a goaltender tonight we're going to we're going to look to get to those areas when we can fine tune our shots a little bit. i already answered that our guys are loose i'm a big believer in energy i'm a big believer in emotion energy usually wins hockey games if you can combine that with execution you got yourself a lock so energy and execution for me are two of the biggest factors in a hockey game if there's energy in this building tonight and it's in our favor i'm all for it. where is the shirt no shirt today jeff carter said he's still trying to kind of push through obviously he does more than just score goals what have you seen from him how close is he from breaking out. i think every time he gets on the ice he feels more comfortable you have to remember that before he came back from a broken foot he skated about three days and was out with a broken foot it was the other one nothing like having two broken feet going into the stanley cup finals but every day on the ice for him is a good day i think when you talk about those guys who can score goals they need to get their ice back and their timing he's in excellent shape he's one of those people that can just carry that and not have to worry about conditioning too much but i think when you've been out for a long time you really have to work at it so practices the time off between the third round and the finals i think really helped him when you get the opportunity to get ice i think games and confidence their line was out for a lot of those chances in the third period richards carter and gagne carter figured in a lot of them typically that tells me when a player starts to figure into the chances like that it's only a matter of time before they explode. i think there's room there there's room other ways as well things we talked about we tried to show it on video we'll get there. well i think when you experience something for the first time sometimes you can be overwhelmed by it when you're down in the series or you're faced with goaltending injuries or you have to win in the shootout on the last day of the year there's a lot of things that add up for this team that says they won't go away and like i said before we've been in a situation since christmas where it's been time to pack it in everybody just go home call it a year and yet we're still here it's the beginning of june we're pretty happy to be here and the guys won't quit they just won't that's why i sit up here today confident about our ability to win a hockey game tonight. i'm fired up i'll be fired up all day i'll be fired up when god bless america goes off tonight they do a great job with it and the fans get into it it should be great tonight great atmosphere for hockey can't wait
759,flyers,blackhawks,2010-06-02,tomas kopecky,player,i mean we have to be way better especially right after when i don't think we were hungry enough today was a tough game we stayed with it and in overtime it could go either way we had one good shift there leighton made a couple of good saves we have to just keep going to the net more keep scurrying him and throwing everything at the net to get the rebounds second and third chances. no when you make sure your skills come out each guy in this dressing room is competing skills is going to come out when you work hard everything takes. play better offensively more we hold on to the pucks in their zone it's going to be tougher for them to score i think we just have to protect the puck a little more keep cycling and keep the puck once we get in our zone we got to keep it more simple get it out flips and foot races and we have a fast enough team to push the pace and just make sure we make their. yeah it's always a big shift after we score or they score we know that and each guy in the dressing room is basically doing what they can today was one of those games we were going to take five minutes like we did after last game and we are going to learn from it the one good thing is we're playing back on friday. i agree there's no reason to panic or anything it was one game and take five minutes learn from it we know where we made our mistakes each and every one of us we just have to keep growing and bringing even more on friday. not really we usually play good when we are out i mean it doesn't really matter obviously the crowd is loud here but i don't think any of the players are paying too much attention to it doesn't really affect us. yeah i thought we were going to there was a little energy for us i thought we were going to change momentum right away they just came with another goal not much you can do take five minutes learn from this and get back on working harder on friday. not really like we had lots of energy too we played four lines all the guys were contributing as well not really i wouldn't say they have more energy than us they are a good team we were expecting a long battle a long series before the finals started so it's one game no panic we have to get back on friday. very thin especially right now this time of the year you have to have lots of things to go your way you have to be a little bit lucky and always you have to work really hard and earn that luck as well it's a really thin line between losing and winning
760,flyers,blackhawks,2010-06-03,chris pronger,player,than in the season. i guess practice makes perfect we certainly had a lot of practice at it that first series i don't know seven or eight power plays a game for new jersey we did a pretty good job obviously discipline and the system obviously the rules and all the rest of that we wanted to get better with each round and we've been able to do that we're not allowing as many power plays as we did earlier in the playoffs that's a good thing you need to do that at this time. well i think we all know that playoffs are a battle of attrition and war and with each game you try to wear on them and grind on them more and force them into situations they are unaccustomed to. well i think he does an excellent job of keeping everybody focused on the task at hand and that's the next game we don't look too far down the line we don't look at possible outcome game game game we worry about what's ahead of us and that's game now much like yesterday we were worried about game we just keep our eye on the day at hand what we need to do to be successful and stay as focused on our system and the structures he has put in place. i don't know i think you just got to continue denying the easy access to the front of the net and make him work for every inch out there you can ask him. to richie. i grew it once it didn't work out. sure it's an old hat now it is what it is i think we all understand the game is there for good entertainment people are paying a lot of money to see a good game if they want to love to hate somebody then so be it. i think we need to continue to build on what we have done on the previous three games we need to continue to et better defensively there are a still a few areas that we can tighten up we can get more traffic in front of their goalie and allow him not to see a lot of the shots that we've been taking. i think coming back from that series was huge for our confidence but even before that we all believed we have a good team it is just a matter of going out and playing to that high level and our own expectations each and every night and not worrying about anybody else out of locker room and what they are saying the guys in our room need to believe and we all seem to do. you mean steal it. i heard the term steal a couple of times the other day i don't know do you have the rule book i didn't know the winning team was allowed to keep the puck is that a rule can you look in the rule book for me. no it wasn't in front of me like the other one was i don't know if you know this but i picked up game too you didn't notice that did you
761,flyers,blackhawks,2010-06-03,danny briere,player,no i don't think obviously he came back early and obviously well documented he's got his speed i think when you're not on the ice for a long period of time your hands it takes little bit to get back i think they're coming back he's starting to get more shots there now the little areas the little passes in the corner i think he's obviously doing a lot better job of finding those seams and the little plays through people but when you're not on the ice not in game shape for that long i think it's tough to just get your hands back right away i think he's getting better slowly and making the little plays i think we're playing well we're just unfortunately not getting the results obviously that we want if we keep going i think they're going to come. yes we have to give them a lot of credit our goaltender is doing a great job with that to start with but the guys in front of him willing to block shots as well everybody on the penalty kill are doing a great job right now not taking a lot of chances but at the same time not giving up too many chances hopefully that keeps going because it's always a big boost especially in those big games like we're going through you get a big kill it just gives you a lot of momentum and a lot of energy. when he put us together i think there was so many injuries that that's what was left i guess ville had been a scratch i had played wing for most of the year scotty had a lot of struggles so three guys that were searching for themselves at that point but sometimes chemistry is a weird thing something you can't really explain we started playing together and it just clicked right away looking at last night's game i thought scott hartnell played a very strong game all over the ice he was strong he was strong on the puck he made a lot happen he was in front of niemi's face or crease the whole night we get rewarded with a few points ville was the same he was dancing out there strong on the puck like i was saying last night it's been a pleasure playing with those two guys lately one things like that happen and chemistry clicks you try to ride the wave you don't ask questions you just want to play and spend as much time as possible on the ice. there's many things i don't know if i can go there there's a lot of issues that sometimes people have to go through but right now he's moving his legs like i said earlier he's strong on the puck he goes in the dirty areas last night we talked i talked with some of you guys about him cleaning the ice a lot it's because he's he goes into the tough areas he gets his nose dirty he's willing to get in front of the goaltender not just with this series but the past few series as well he's making it tough on the opponents a guy like scott hartnell sometimes doesn't get as many points or as many goals because he has to do the dirty work but we all realize how important he is. that's why we're a team it's not just about one or two guys or about just one line it's the same thing with chicago right now those two lines the top two lines on each side because of the matchups and you look at the defensemen the top defensemen on each side they make it tough on them so that's the game of hockey that's why you can't rely just on one line you need depth the best teams that go deep into the playoffs usually have depth and we can see right now two teams that are dangerous throughout their lineup there's not a big difference between your top line and your fourth line so i'm sure at some point things will start clicking for them i can't worry about that i have to worry about what i can do on the ice and what my line can do i have enough to worry about as it is. i don't recall seeing something like that for as long a period you look at giroux last year i thought coming down the stretch and into the playoffs he played really well but we only played one round ville was scratched at the beginning of the playoffs but he's been doing it for the past three rounds i saw a lot of skills when he came in when he was traded here you could tell that he was good with the puck he had really good hands good vision but some guys figure they figure it out other guys don't so you never know but right now he's in the zone everything he touches seems to be working for him just like that bounce on his goal last night but you have to work to create those bounces for yourself as well i really believe that. there's no doubt that it started well in the first half of the season my first year and then things went south a little bit at the end of that year but still had a good playoff run that first year was okay second year was a lot of injuries i kind of lost my spot with the emergence of jeff and mike richards and i was fine with that to help the team to move to the wing but it definitely was kind of a different style of play for myself something i wasn't used to as much when i had the chance to come back in the middle that was increased responsibilities and a chance to step up and help the team with jeff's injury it's just a playoff run but at the same time this is one of the best times of my life i'm trying to enjoy it as much as possible try not to think about the contract issue or anything like that i'm just going out there and having fun and playing right now. he's been there before he's won a stanley cup so we really believe he knows what he's doing and what he's talking about he's a very good motivator his speeches are great i mean he brings a lot of calmness confidence that is borderline cockiness which you need you don't want to cross that line but you need to be a little bit arrogant and have confidence in your team and your teammates and i think that's what he brings to the team. in chicago it was mostly against toews' line that's the matchup they wanted on the road it's a little tougher i think last night i saw a little bit of everybody peter wasn't really trying to match anything up but he was trying to make it more difficult on them or not giving them their matchups and try to keep mike richards' line away from bolland on defense the thing is we have three big lines that can score at any time it's really tough for them to focus right now they're doing a good job against mike richards' line but it gave my line and claude's line the chance to take advantage of that because they had been focused on richard's line that's the way it is like i said earlier you need depth and you need everybody to be going what he team focuses on one line you need other guys to step up that's what we certainly did last night. i am aware. are you i wasn't there i wasn't in buffalo at the time. i wasn't there i remember i was watching that game at the time i was still with the coyotes no i couldn't believe after all the goals that were disallowed throughout the year that that goal stood it's sad i mean it's kind of a black eye for the sport it's in the past now everybody makes a mistake we saw it last night with the referee or the umpire in the baseball game i thought that was very brave of the umpire to go back and apologize to the pitcher i thought it was good to see that's why we play sports to live those moments and sometimes there's mistakes that are made it's part of the game. he is amazing and seems to be getting better and better with every game in the playoffs eating more and more minutes it seems that's another guy aside from our coach he's the only one with a stanley cup his demeanor his calmness in the dressing room he just brings a lot of confidence you look at him and you realize he's been there before he knows what he's doing took a lot of the pressure away from his teammates with the puck situation i don't know if it was really on purpose or if it's eager ben eager that made it bigger than it really was i don't know he just seems very sure of himself and it trickles down to the rest of the team i believe but his play has been amazing. thanks guys
762,flyers,blackhawks,2010-06-03,duncan keith,player,yeah i think last night was a close game and looking back on the game a big part of it was special teams i think they scored a couple of goals on the power play i think they got a couple anyway and we had our chances we didn't capitalize i think moving forward here definitely we want to improve on our power play i think our penalty kill has been good for the most part sometimes you know just tightening it up here and there but i think moving forward here that's definitely something that next game we want to concentrate on being better at. well it shouldn't happen but you know i think i'm not really sure what happened or why there was a change there sometimes whether it's matchups or guys are tired or you know i think we just need to be a little bit smarter when we're changing whether it's defensemen or forwards and that might have helped out on that play i don't know at the same time they made a nice play i think their d joined the rush there and really created it all. it's great for dale i remember personally when i was drafted by chicago i remember he was the guy doing all the interviewing i'm not exactly sure what his title was at the time but i got the feeling that he really pushed for them to draft me i could tell that he was pushing for them to pick me i'm thankful for him for that and a lot of guys have stories like that where he's behind the players and he really cares for his players and believes in them that's the type of guy he is it's great to see him being able to get that opportunity with florida i wish him all the best. i can't hear you. yeah i mean special teams sometimes it can go in slumps and you can get real hot a lot of times sometimes it's just a bounce here and there and a lucky bounce or you're doing the right things you're getting chances you're not scoring other times you're not doing much and you get a goal so that's the kind of hockey for you sometimes having said that there's no question we can we feel we can be better at special teams whether it's penalty killing or power play just moving forward i think next game we definitely want to when we get those opportunities try to capitalize on them. it's huge i just think it comes down to us moving our feet and using our speed and for whatever reason i don't know why but i just think that we're capable of we've played good third periods all year long i think as a team we have a lot of confidence in ourselves and in our ability in the next game and going forward that we want to that's something we're going to focus on is finishing strong i thought we had a good start to last game unfortunately our finish wasn't as good as our start. thanks
763,flyers,blackhawks,2010-06-03,jamey horan,other,questions for jonathan. thanks jonathan. thank you coach. questions for chris. thanks chris. questions for the guys. take two more and we'll bring up chris pronger. thanks gentlemen. questions for duncan. thank you duncan. questions for danny. we'll take a few more questions the flyers room is open now. thank you danny
764,flyers,blackhawks,2010-06-03,joel quenneville,coach,i think maybe we could have just had one guy change on the play instead of two which gave them a little extra man on the rush. no i think buff is not an easy guy to play against as well i think one thing about prongs he's played in some hockey and he played in some big games i think that it's a good challenge for buff to make sure you make it as tough and as rough as you can on prongs make it hard minutes on him i still think he's battling in the right area i know he gets rewarded when he gets there i think it don't take much of a loose puck for him to finish and haven't found it yet but certainly he's going to get a chance as we go along here i thought that line was more effective in each and every game as we progressed here kaner's game as well progressed yesterday. laddy situation we'll talk in a the morning he skated today we'll assess that after he skates tomorrow. it's a good question i think that matchups kind of changed as you go along in the course of the games and the course of series one line gets a little hotter maybe you get away from that and the other side that line might get hot again sometimes it's a give and take sometimes it's might take the matchups that's out there but certainly bolly's line is trying to work the one situation they are doing a decent job the other times sometimes you are looking for the d matchups we'll look at what we can do to slow down one of the other lines and hopefully get more consistency in that area. our power play we didn't get many opportunities here as we've gone along here i think last night was probably the chance to make an imprint on our power play make it more effective but we can be better on it for sure and that's something we're talking about to improve upon going into tomorrow's game. it is just one loss and at the same time we said at the top of the series that laddy is day to day we expect him to play over the course of the series when he's ready to play he'll play. no you have to like the disposition of our team and their approach we have gone along here seven in a row you feel good going into games you feel good when the games are on the line you feel good in the third period you feel good in overtime it's a tough loss certainly we're disappointed should create an appetite for us going into tomorrow's game and we're looking for a response. i don't want to get too technical we don't want to point fingers when you are trying to match lines sometimes you're going to be vulnerable to a tough change sometimes there's too many men sometimes a guy gets a late change coming off the bench as well so that's all part of it in a situation like that i'll take the hit for it. i think johnny his line has gotten better each game of the series they were more dangerous last night be it off the rush had more puck time i would expect them to continue to improve the way he has throughout his career. yeah i think there's some ideas we can look at more puck possession and more simplicity. he's out there for more than half the game so that's easier said than done if you are looking for that matchup to be avoided whether your change benny has been on that line a couple of times they scored both times maybe he's been on it a few other times than that sometimes you mix and match sometimes based on sometimes the guy is missing a skate or he needs a blow or something he's too tired to go i think at the same time you can mix your lines up as best you can but at the same time we're pretty comfortable with the success that the lines have had and the rotation that we do have with our lines. we'll talk about it i know there's forms and there's mechanisms for us to get our messages across i think there's a couple for sure late in the game there was one that got my attention whether it's a stick use or obstruction i think we'll keep an eye on it. whether it's a dump or a chip i think how he makes you take the long way. thank you
765,flyers,blackhawks,2010-06-03,jonathan toews,player,not really we've never planned on a winning streak like that the reality is in the playoffs that doesn't happen very often so we're happy that we've been able to put something like that together but you know we came into this series knowing it was going to be a dogfight that's what you saw last night it was a tough one to lose doesn't matter what point of the series it is i think we're pretty upbeat today and ready to regroup and get back on the horse and play a better game tomorrow we did a lot of things better last night both teams played quite a bit better than the first two games just a lot of little things we can improve on it's not about streaks or road wins for us every single game we go into we want to give ourselves the best chance to win. it's great for him a lot of guys in the locker room talked to him and sent him a word of congratulations we heard about that it was tough to see that happen to a guy to a person like dale the same way with denis savard sometimes it's the reality of the business you realize as a young player that not everything stays the same over time but especially when somebody puts a lot of faith in you and they give you the opportunities that dale did it's tough you feel kind of personally responsible sometimes too it's tough to see a person like that go great to see him get a second chance keep in touch whenever we can. we'll give him credit we'll give their players credit for playing well defensively against some of our top players but it's always been about us and been about how we can play better that doesn't change this series so we've played against some tough defensive players in the past in previous series before coming into this one it's all about overcoming that adversity overcoming the obstacles that are in front of you and just finding a way we're fortunate we're very happy about being up two games to one after three games we look at the situation as one that there's a lot of things to be optimistic about myself personally so many more things i want to do i want to accomplish and ways i want to contribute keep working hard and knowing that nothing is going to be easy it will be much more enjoyable when things go your way knowing you worked extra hard for it. yeah that's another thing that can put us over the top i think a lot of things have been going well for us especially in games and but again when things get really tough when you see tight game like last night maybe that's one of those little details you want to work on make sure that it could be a difference maker in a game like that. at this time of year there's always that doubt in your mind you always think there's got to be a little something more you can give every single game you try to bring that the next time around i feel i've gotten better and better as each game has gone on as a captain obviously whether it's on the score sheet or any other way you want to be given something that your teammates are going to recognize and respond to so that's what i've been trying to do obviously i know there's still more that i got to do out there just trying to stay positive and bring that tomorrow i guess. we've had some tough series obviously it feels like ages ago but the series against nashville was pretty tough a lot of teams that can hit and can skate you know i think we've brought our physical play up a notch as well it's going to be a natural thing especially doesn't matter who you plating if you're playing for the cup it's going to be tough it's going to be a battle you saw that last night that both teams more and more know what's on the line as we get closer and so yeah we know they're going to be even more physical as we go along we're going to try to do the same. well i guess it's not about what your body is going through it's about what you got in your head and how bad you want it i guess how many guys are lucky enough to be in this situation where they can play some important games like some of the guys on our team have this year it's just it's been a lot of fun it's one of those years that you got to really appreciate and make the best of because you don't know when it's going to happen again to make it this far in the playoffs it's incredible it's not about the amount of games that you play you just keep pushing because you know what's on the line and you know how special it could be if you are lucky enough to win a stanley cup or something like that so a lot of stuff you have to play through but it's worth it in the end. i think it's a necessary thing why not you have the technology to get the right play obviously to get the fair outcome it's what everyone wants so why not i think it's a big part of it and you need it for sure. yeah i mean it's going to be tough to keep things going like that it's the type of team whenever you throw something at them they're going to try and take that momentum away and come right back at you so it's really tough as four lines we've talked to each other saying that we really want one line gets a great shift it's always a great thing that the next shift goes out and follows that lead fortunately when we scored that goal in the third period it's not a fun thing when they come back and get a break like that in their zone it's one of those things you need to respond to the way you're teammates are playing when things are rolling for you you have to try to ride it out as long as you can. they're playing really loose things are clicking for them we just need to be a little more aware because they're supporting each other they're working hard obviously you watch the way they're playing they're working hard to create plays they're also taking advantage of their opportunities sometimes not everything is going to go as planned when you're out there playing but pucks will pop loose and they'll land on your stick and things will bounce your way sometimes that seems to be what's happening for that line so we have to try our best to try and take that confidence away from that line we know they've been a big part of that team's success in their offense in the last three games maybe we'll have to focus on them a little bit more more than we have. yeah i mean again that's debatable it is what it is he's going to go out there and be physical it doesn't matter how many whacks you're going to take from a guy like that in front of their net the second you turn around and give him one you have to be careful because that's what they're looking for is retaliation it's that type of thing where you have to try and accept and take from him because it's the way he plays it just seems like you know it doesn't go as noticed as it would for another player that's just the way it is he's done his job we can still do more to try and take him off his game. i don't know i don't know how he would be getting into our heads whether it's vocally or what not he's not talking a lot out there he's playing he's doing his job the way he knows he can do it so i mean he's just one player i don't think it's that big of a deal
766,flyers,blackhawks,2010-06-03,michael leighton,player,yeah definitely there's a lot of hype about them two doing a lot of battling but i think a lot of it was almost just to leave him alone let him stand in front he's a big body prongs is doing a good job tying up sticks in front and kind of letting me see the puck when need to be our thing was with buff is he's a big body he's pretty hard to move so almost just leave him there and make sure he doesn't get any whacks at rebounds. well obviously i think baseball is wishing they had it or the guy in detroit obviously wishes he had it last night but it just keeps the game fair sometimes it slows the game down when you have to wait for it to go to toronto and get looked at but at least you know what really happened and you get to know the truth and whether a goal does go in sometimes for a goalie's sake you know the puck is in the net but they can't see it and that's tough but it is nice to go back and look at those goals and say yeah it went in no it didn't go in the one goal we scored that i think hartnell scored from two angles it looked like it didn't go in the one angle it looked like it did and they called it a goal it is good that they have it in the nhl for sure. it obviously feels good i wasn't obviously i don't think it was my best performance i've played all playoffs i'm not totally satisfied but we snuck out a win to go down going into game would be disastrous for us we knew going into this game how important it was and we really put our foot down and worked hard the whole game we played a good minutes in ot we really went after them and lavi kind of said that after the third period he said let's not drag this on let's go after it and keep playing and be aggressive that's what we did but for me it's one win i'm happy but today is a new day we're looking at tomorrow tomorrow is another big one for us. well it's nice to have someone cheering for you you have a different building you have fans yelling at you and banging on the glass and not supporting you too much just have the fans there cheering for you and supporting you and you make a good hit they respond to it so that it gets you excited for me if i make a good save and they cheer it makes you feel good instead of hearing nothing when you make a good save on the road but you score a goal you hear the crowd and it hurts your ears for seconds seconds it's just a good feeling it kind of carries over and you kind of build momentum from that too
767,flyers,blackhawks,2010-06-03,mike richards,player,it would be nice to contribute obviously offensively we're just having tough luck right now around the net we're having opportunities but we're missing nets and he's making saves i don't want to put too much pressure saying if we don't score we're going to lose because i think we have enough depth in our lineup that on any given night anybody can score and have success so i'm not going to go that far but it definitely would be nice to contribute and get some goals. i'm not sure it almost seems like we're putting more emphasis on doing the right things in the third period when we do so we're having success i think in the second period we started turning pucks over and maybe being more conservative towards our play in the third period i think we just went at them and kind of threw it all out there and obviously had success doing so just got shots to the net and in overtime it found its way in. i think danny has been a playoff player for a long time now you can look at his numbers in buffalo and they're pretty much the same as they are right now obviously having a big impact on our team and that whole line i think is playing extremely well right now giving us a lot of energy he's a passionate player his will to win is up there with pretty much anyone i've ever played with he's a smaller guy but his competitive level is up there too the way he's played for us i think in the last couple of games has really brought us a lot of energy in that line i think it won us the game last night. can i blame it all on him. in the playoffs especially teams are always a huge factor i thought our power play has created a lot of momentum we got the goal last night on it our penalty kill has been outstanding we've been putting a lot of pressure and we build momentum off of that too our power play we're moving the puck we're creating a lot of chances we scored a goal obviously we like to score more it's the chances that we're creating that are giving us a lot of momentum. they would have took it back to the time we scored if they would have scored after us obviously our goal would have counted and ours wouldn't it's nice to know they're getting the right calls on the ice and we don't have any doubt there's no need for us to go over to the referees and complain because it's upstairs and it's obviously video replay and video conclusive that the puck was in the net
