RowId,team1,team2,date,name,job,text
198,bruins,canucks,2011-06-03,roberto luongo,player,well i don't know if i should be giving away any secrets we have a game tomorrow the toughest part is when you get a big line that is in your sight line as often as the puck is on the other team's stick makes your job a lot harder to fight through screens which wastes a lot of energy but you know obviously big z is really big it's a bit tougher for me to see around him than usual because of his size makes it a little bit harder it was a bit of an adjustment after the first power play in the first game hopefully that will just carry on the way we worked at it from there on out. schneids been a few years in training camp together obviously called up a couple times due to injuries you just see his development throughout the years this year you could tell right away that he was ready to make the step he just gave me so much support every time i had a night off he came in and did an unbelievable job for our team gave our team a chance to win every single night he was in there you can't ask anything more out of a guy like that eddie i haven't seen him or practiced with him since he's been up here i did in training camp i've heard nothing but good things about him all year he played unbelievable for the moose gave them an unbelievable chance in the playoffs i'm sure he'll be up in the nhl pretty soon. i don't know that's a tough question to answer i think you know given the fact right now that we're in the stanley cup final i mean i think as a team this is the best we've played i like to include myself in that as well i mean i think you measure success in this league obviously by winning right now we're three wins away from our ultimate goal that's all i really can say about that. yeah i mean i know i can't answer that i've had some good streaks i've played well what can i tell you i'm in the final i guess i'm playing pretty well smiling. well i mean obviously before game we had a little bit over a week the first few days were just to rest a little bit and recuperate spend some time with your family once we got back into practice just working on some things obviously started to focus on the next round once we found out it was the bruins it was more towards the preparation but i think the key is when you're at the rink you're working putting in the hours but once you go home it's important especially during that stretch that you get your mind away from the game and think about other things not always about hockey now that the series has started it's all hockey all the time. yeah it's not only our defense it's the forwards as well the way we play we want to make sure we have a third guy high in the offensive zone so if they do get the puck it's not an odd man rush it's all about making sure we're on the same page good communication between the forwards and the d's and myself just doing what we do all year working our systems well playing them hard making sure we don't give their team time and space to make plays. i have to be honest to you i don't think there's a specific recipe to a winning team you can win it different ways obviously every team has their own strategy in our group we have a good mix of everything that's why we're we are right now i think whether you spend the money on a good goalie or not you need to have your goalie play well to get to where you want to be at the end of the day it's a team game you need guys on the ice to win
199,bruins,canucks,2011-06-03,ryan kesler,player,yeah i saw the krejci line changing i saw an opening to go i saw boychuk trying to step up on me there i just tried to chip it by him stayed on sides saw jannik jannik made a great play to raffi to bury it. that's exactly what it is you know it's even a bigger game than the other day they probably came here to get a split at least that game tomorrow's going to be huge. yeah that's what we try to do with every big line you try to keep their shots to the outside you try to limit their second and third opportunities when you got a goalie like roberto he does an excellent job of stopping the first puck our job is to eliminate their rebounds we did a good job of that last game
200,bruins,canucks,2011-06-03,zdeno chara,player,i think it's got to be a commitment from everybody be willing to do that job not just on power plays obviously five on five whatever situation that is. i think it's a combination of being aware of whether the puck is obviously you have to be in the right position really it's just basically having the right instinct where your feel is where the puck's going to be kind of predict a little bit too. like i said again it's one of those things that it's always a little battle for positioning not to be too deep or too high in the crease again you have to read off how everybody else reacting on the ice on different puck positions so it's one of those things. you know like everybody else knows in the playoffs a win is a win a loss is a loss you have to regroup after each game can't be getting too high or too low you lose a game you have to move on get ready for the next one you know it's just one of those things you have to kind of park it and move on. it's pretty natural in the finals you're going to have a lot of emotions a lot of energies after a few days off i think it's normal everybody competes harder everyone wants to win the battles and races that's just pretty natural i think for the playoffs in general obviously when you're in the finals it always picks up. it's not that i'm learning it i was in that role before obviously it's a little bit different from being on the point but i think the main purpose of the whole thing is the same you have to be willing to do whatever it takes all five guys have to do their jobs on the power play to be successful you know whatever position i'm on or in i just try to do my best. very exciting he's a very steady defenseman he really picked up his game especially offensively logging a lot of minutes playing all the situations we are both same i would say as far as off ice workouts we like to do always extra being fit he's just one of those guys that's been really fun to play with. again i used to take those again in ottawa it's just one of those things that sometimes i was used for those faceoffs i don't know it's been a while obviously but you know when there's need i don't mind it. you always have to be aware of them where they are on the ice like i said before they're very quick to move the puck they're finding each other real well they're moving for each other you just have to be always looking around be in the right position. i think the coverage goes all the way back there i think it's exciting i haven't talked to anybody from the players i just talk to my family i know they are very excited for me it's a big thing especially if you consider how small slovakia is we are only really a small number of players in nhl now but it's exciting to be in the finals i'm enjoying it obviously wishing for a better result in game that's about it. well the first finals i saw in ' pittsburgh playing minnesota i think that was the first time i saw the stanley cup finals on tv
201,bruins,canucks,2011-06-04,alain vigneault,coach,yeah you know didn't like minutes of that second period thought we didn't have our work boots on we got out muscled down low in our end and out muscled in their end thought they really took it to us but we talked about adjusting different things especially our work ethic thought our guys were real good the last five minutes of that second period and real good in the third period there's another tough battle by two teams that are battling really hard. well i mean anybody that follows our team knows he's a really important part of our team he plays five on five he plays power play and he kills penalties so you know he's overall one of our go to guys again tonight he came up big in key moments i thought he was one of our better players we need him to play that way. yeah if you look at our stats during the regular season i think we were the best team in the third period as far as scoring goals so that hasn't changed throughout the playoffs we can push the pace and create scoring chances i thought we did i thought the twins that line really look over in the third and spent a lot of time in their end wearing down their defense it paid off for us we were able to tie the game i'm sure that has not happened very often to boston this year where they gave up a lead they gave up a lead we scored that game in ot right off the hop there. yeah i mean i'm real happy it was a real happy moment for our whole group to be able to put manny in the lineup and to have him play the way he did he did exactly what we all expected he was real good on faceoffs he was good on the ice he created a scoring chance that line played more minutes than throughout the san jose series and i think obviously more than in the first game against boston so i'm excited to have him back and i think he's only going to get better as we move forward here. game time decision. game time decision. i believe at the end of the day at this time of the year when there's a lot at stake you don't want the opposition to know if a certain player has this or that so that let's just put it this way so they don't try to exploit something it's as simple as that i mean during the season we share everything as open as we can but we don't play the same team usually two nights in a row so that's probably why most teams do it this way. it took me three years to tell them apart i'm not proud of that the fourth year when danny got hurt was out of basically my sight for about six weeks i finally figured out what hank looked like on a regular basis then when i saw danny again i was really embarrassed that i couldn't tell them apart because they don't look alike at all they got two different personalities i'm not proud to say it took me three years to figure it out. danny's a little bit more quiet listens to his brother whereas henrik is obviously a lot more outspoken usually speaks for the both of them so. at this time right now i believe in protecting my players for me this is the best way to protect them i can't really comment on what the nfl is doing but for now this is what everybody is doing in our league. well i think if he is able to play we understand that he's been out for quite some time now we'll ease him in but his strong points are he's good on faceoffs he's smart in our zone so probably in those situations there we would use him i'm definitely not going to use him with his linemates that he had before that line is playing real well torres lapierre and hansen i have no intention of breaking that up. i know some of the penalties we took in the offensive zone feet from our net we'd like to stay away from that i thought a couple of unfortunate calls like danny's four minutes where his stick ends up in chara's face there that's a long way for a stick to go but it ended up up there we're obviously going to try to be better in that area tonight hopefully our power play will be more effective too
202,bruins,canucks,2011-06-04,alexander edler,player,i mean i think we have a lot of depth on the d we've been battling through injuries all year so i think whoever is playing tonight we know it's going to be six good players out there and we'll be fine. i want to be involved defensively it's nice to get points but as long as i can contribute to scoring chances to help the team creating things i think that's part of my game that i want to do
203,bruins,canucks,2011-06-04,chris kelly,player,special teams are huge no matter what even in the regular season or playoffs then if you get one on the pk it would be great give a boost to the team i thought we moved the puck pretty good last game solid shots the only thing missing was putting the puck in so we just have to make sure we bear down on those chances. i think it helped out he's a big guy hard to move it's always like holmstrom in detroit he's always in front of the net make it tough for the goalie z done it before when he played in ottawa not like something new for him. it was awesome i thought the atmosphere was awesome you can feel it even the night before the game obviously you want to leave everything out there it's a great experience you can compare it to pretty much like olympic hockey games similar style you see a lot of people around the hockey that's really a good atmosphere. we always talk on the phone and stuff he knows what we going through and stuff he said just make the most of it it would be nice to win game for you guys and be back in the series
204,bruins,canucks,2011-06-04,christian ehrhoff,player,i think going into our first game it's pretty tough to keep your emotions in check obviously for most players it was the first game on that stage so you probably saw that a little bit on all the penalties that were taken now that we got the first game out of the way i think everybody is going to be a little more comfortable in game. no i don't think so our team was built on a strong and deep defense we've used it all year long with different guys being out at different times yeah everybody can play with everybody so it's not a big adjustment we have to make obviously whoever comes in has to step up and play some big minutes that's what we've done all year
205,bruins,canucks,2011-06-04,claude julien,coach,because we don't know who they're going to put on they got the last change it's a pretty normal thing. well i think it's not what's alarming right now it's what we need to do better i don't know if it's them taking over in the third period i think our team certainly has to be better with our puck management our decision making we need to play a little bit more like we did in the second period we're capable of doing that we got to go back home regroup and get back to work. i don't know but i know we have to fix it it's as simple as that in the last two games here we've lost by one goal and still i don't think we've played the way we can we're a better team than we've shown we got to go back home and start showing that and get ourselves back in this series. not really we've been through a lot this year we're resilient i don't think that's what's going to drag us down we've been able to bounce back before we've gone through the experience of being down against montréal probably even worse because we lost to them at home so it's probably a better team here absolutely a team that makes it to the final is a better team it doesn't change the fact that we've been through it we didn't come here just to roll over we're definitely going to go back home and regroup and bounce back. well i guess all of a sudden you lose a game and now we're going to start wondering about certain players i think it's really about our whole team it's not about zdeno zdeno didn't lose the game for us tonight our whole team did i don't think we played very well to what our standards are all about i think the decision making the puck management it's what's costing us games when you turn pucks over in the neutral zone this is a team that thrives on it we know that they thrive on it yet we kept turning pucks over in the neutral zone we have to be a little better in those areas i thought in the second period we started doing that got ourselves in the lead then they got themselves back in the game with that tying goal obviously that last goal was certainly a hard one to swallow. it's a lot of different things i think zdeno has a lot of ice time when you play a lot certainly don't want him in front all the time it's a very taxing position to be in we thought that lucic was bringing a pretty good physical presence tonight he was capable of doing the job there for him as i mentioned today i said you're going to see him there at times but it doesn't mean you're going to see him there all the time lucic did a great job and got ourselves a goal out of it. no comment that has nothing to do with that i never thought about that that way they made a decision we moved on for us if we start using that as an excuse we're a lame team to me it's not even a consideration. well that and our puck management i thought on our breakouts we needed to move the puck a little better puck management d to d passes weren't crisp or on the tape we bottled a lot of pucks in our own end tonight that allowed their forecheck to be efficient so those are the things that i keep talking about so we're basically repeating ourselves with a lot of those things that are happening because of those two reasons i feel is hurting us right now puck management and decision making. because we've seen it happen in front of our own eyes we were down came back and won the series i don't think there's any reason here to not be positive you don't get this far guys and all of a sudden hang your head they had home ice advantage won their first two home games we got to go back home and do the same one game at a time as you hear always we win the first game it builds up momentum and you get yourself back in the series it's not the end of the world here guys we lost the game but we're a better team than that and we're a team that's bounced back all through the season i don't see an issue here. because you got to forget what just happened here tonight as far as the loss is concerned but you got to learn from what we did wrong our mistakes we got to correct those we know if we correct those things things are going to be a lot better for us as far as i'm concerned we're taking responsibilities for this loss it's our own fault we beat ourselves with some bad decision making and some poor puck management you take responsibility and you make the corrections that you have to do and you move on i think our game this year has been good when we've been at our best and executing properly and we didn't to that here. well i think at the stage we're at right now if i ask him to change his style i'm not sure that's real good advice. well again i go back to last game here we had six power plays i thought we generated some good opportunities we didn't score tonight we got rewarded i guess that makes it successful obviously when you score i thought our guys again tonight did a good job at moving the puck around getting some opportunities we had good traffic in front whether it was zdeno the other time it was lucic then recchi timed it well for that goal tipping it in we're battling away in the special teams areas right now the main concern has been what we've been talking about since the start of this press conference. turned the puck over in the neutral zone i think tried to chip it in they intercepted it again whenever you turn pucks in the neutral zone they went on a counterattack i think z came across when timmy was down he had to go all the way around him that gave burrows that extra leverage that he needed to tuck it into the empty net. i think we're going in the other direction i think it was more if we chip that puck in we got support i saw marchand turning over and coming back but marchand couldn't do anything as far as burrows was concerned i think we had some guys coming back to take away some of the options that he had. well you know it is all the same obviously you're playing the same team over and over again if anything probably the type of video that you're showing is a little different during the season you're showing the other team's tendencies here you're making some adjustments as far as how they play obviously we don't see them much during the season so this is a final that requires probably from the coaches' end of it a little bit more time on the video dissecting it more than we normally would. well i think obviously it gives us more time to prepare they're going to say the same thing from their end of it i know they got a few guys that are a little banged up i think at this stage of the playoffs both teams would welcome that extra day but at the same time as i said yesterday you like to get into a rhythm after tonight's game it's every second day we're looking forward to it maybe that extra rest will certainly bring the intensity and excitement to the rest of the playoff games. well i think he's certainly been one of those players that you rely on heavily he's a player that can handle a lot of ice time his intensity is always there he's one of those guys that you can utilize in all situations very strong individual whoever he plays against certainly makes it hard on those players to gain an entrance or get to the net his competitiveness is extremely good very focused individual very committed individual as well for a lot of people the spotlight's always been on zdeno chara and he's gone unnoticed at times i think lately people are realizing how good he is. well i think both teams know each other a little better after game obviously first games there's a lot of intensity emotions are pretty high the excitement sometimes you have a tendency to maybe lose control of your emotions and end up taking penalties as you saw early in the game by the time the third period came around both teams settled down a little bit i would expect that to be something we might see in this game then again we've predicted things and the opposite has happened we'll have to wait and see as far as i'm concerned i think both teams understand that discipline is a big part of this game right now. well i think he's expressed to us that he certainly doesn't mind being there something he's done before he's been very good at it obviously i liked the fact that he's done a good job of standing up front also whenever there's been loose pucks he's reacted well in getting them when there's loose battles in the draws he's in there even open the entries he had the puck a couple times made the plays i really like the way he's reacted to situations i think he's done a great job we're also aware that in the course of a game depending on how many power plays there are you have to be careful that you don't overutilize him either there might be some guys that are going to have to step in at times and do that job for the sake of giving him a little bit of a breather we're going to certainly manage that as best we can and hope he continues doing the job he's doing when he's there. he's had a really good impact when he first came people were wondering what he was going to bring to our hockey club like anybody else it took him a while to find his place on our team and feel comfortable when he did i think people realized how important this player could be for our hockey club he's done a really good job he's put up some points on the board he scored some big goals for us he's been reliable both ends of the ice he's been a great acquisition i think peter did a great job of bringing him in as you know there wasn't a ton of guys out there centermen that were available at the trade deadline we had to find somebody that was going to help us get some depth in that position i think he's filled that role extremely well. that's something absolutely every game is about making decisions here shawn for us right now is a guy that has been in the dressing room between the first and second and second and third he's in the warmup he's getting dressed with the players he's still doing his job whenever he hasn't been playing he's still been a big asset to our hockey club he's in the warmup he's won a stanley cup when he did win it he had to miss some games as well we're in a position where we have to make decisions based on our needs what has to happen we've at points envisioned a guy like tyler the way he played we had to keep him in the lineup as games go on we make decisions what i'm saying today might be different tomorrow so on so forth. i think the one thing that was tough the last game to be honest with you in the first two periods there were so many penalties and power plays so on so forth i really felt that the flow was disrupted a lot as far as gaining momentum with your lines so on so forth i really thought it was a challenge we talked about it between periods guys are getting pushed out of the games because of that some other guys are getting overutilized i think that's why both teams i think would prefer having a little bit more discipline although i know vancouver likes their power play i think it's important for us to be able to be disciplined and not get caught in that kind of game where it disrupts our flow our third line probably didn't have the impact the third line had last game but i think it's more than just our third line i think it's everybody that has to be better i felt as i mentioned the other day five on five we need to be better need to make some better decisions we talked about that the last couple of days we'll hopefully see that tonight. i think you need to get those greasy goals in any game in the playoffs whoever you play we managed to do that against roloson who had a great playoffs until they played against us and we managed to get those greasy goals and we managed to get some traffic in front i think that goes without saying there's no doubt we didn't do that well enough last game we didn't get enough pucks to the net with the traffic so that has to be a little better as well. well i think that's why we're going into this game tonight with positive thoughts positive feeling is because this isn't i guess unknown territory for us we've been through it it doesn't mean it happens automatically we know we have to work through it having done it certainly gives you the confidence to go out there and play the type of game you need to play in order to win we need to do that tonight certainly don't want to go to boston down two games this is a game that we feel is an important one for our hockey club like i said two days to talk about it and to prepare for it now it's time to show it. no. well he's certainly watching us play it was nice to see him in boston a few weeks ago brought his kids along i think it was good for him it was also good for his teammates to see that he's slowly getting better he's still got a long ways to go marc is certainly watching closely to be honest with you i wouldn't be surprised to see him in boston maybe putting a little pressure on him to get back there but he's in our thoughts we know what he's going through is not an easy thing we also realize from our end of it how good a player he was when he was at his best and the power play was always very good when he was on it when you lose a player like that you certainly miss him we've done our best here to fill the gaps it's gotten us here now it's up to us to finish the job
206,bruins,canucks,2011-06-04,daniel sedin,player,yeah it's nice i thought our line didn't play that good tonight but probably got rewarded for all the chances we had last game if you work hard i think you get some bounces. yeah i think we have four lines that go out there and play the same way we get pucks deep we forecheck really hard it wears teams down it's been like this the whole season it's nothing new for us i think when we're at our best we usually have a lot of success in the third period. i agree with lou i think manny is obviously a great friend to all of us it's been a tough two and a half months since he got injured good to see him get back i thought he played a strong game won a lot of faceoffs like lou said in the locker room you can't replace him. yeah i think all three are pretty similar i think we had to work really hard to get to where we are obviously when we first played with him a couple years back we realized right away he was a good complement to us him saying that about us is obviously nice i don't want to say he's underrated but he brings a lot to the table he works hard forechecks brings pucks to us like he showed today he can score some big goals. no i think the game is going to look the same these two games were two really good defensive teams it's not going to be a lot of scoring chances i think we're confident playing in games like this they are too but i think if all our line play like we can we're a tough team to beat expect the same it's going to be a tough building to play in. it's no surprise to us that he wins faceoffs he's unbelievable at that he's kept himself in shape he's a hard working guy i think we expected him to play good tonight and he did. i think we're able here we take it one game at a time it's no different now i think we done what we supposed to do win our two home games now we have to win at least one in boston it's all about game now i don't think we worry about the two games we won so far. well i think it's obviously another step from san jose and nashville and those guys i mean i think we match up pretty well against each other like i said before we're both pretty good defensive teams it's going to be tight out there we expect that i think we're ready to win games whatever it takes. he's been awesome all year i think he likes to play in these kind of games i think he's shown that before when he plays like he does now he's the best goalie in the world i don't say that because i'm a teammate and a friend i say it because i mean it. yeah i mean i said all along he's one of the top defensemen in this league like you said he's got a long stick you got to get close to him and try to use that to your advantage move the puck quick and move your feet that's the only way you can beat him i thought we had some good chances last game weren't able to beat tim thomas i think that's going to be the key tonight to score some goals
207,bruins,canucks,2011-06-04,henrik sedin,player,yeah it's going to be real emotional if it happens if he's good to go manny has been around the team throughout this injury the last couple weeks he's been a huge part of our success this year so for us it's going to be a big boost if he comes back really happy for him. yeah it was a given for us i mean from day one with the input he's given to us the help with the leadership group in the room on the ice off the ice he's been tremendous all year he's a big part like i said of our success this year it wasn't a tough decision for us a lot of time injury guys try to stay away a little bit more but we want him around we thought it was going to be a big help for our team. are we still talking about this laughter no i mean since we were young it's been the same deal with teachers or friends or coaches i mean we don't try to look different from each other i mean we don't really think about it i think guys that knows us i think manny and alex can talk about this it's not tough to tell us apart i think coaches they don't spend enough time around us in the dressing room it's not as easy for them i think guys that are close to us it's not a problem. got no clue still guessing here laughter we'll see
208,bruins,canucks,2011-06-04,manny malhotra,player,i was truthful with you guys this morning when i said it was going to be a game time decision it wasn't till after lunch that i knew i was going to go at that point you know the thoughts going through my head was you know i was excited i was going to have the chance to play but probably the most nervous i've been in my entire career coming to the rink felt really normal going through the same game day routine again the nerves kept getting to me i was telling the guys right from warmup it was kind of sensory overload just the noise the crowd into it all the towels waving it was the first time i've seen a home crowd that excited in playoffs i guess i really didn't settle down till after my first shift it was obviously a great feeling the ovation i got for my first shift i think it kind of put a little bit more nerves on me wanting to do something out there execute once i got out there felt a little bit better started to skate vic and tambo played well so that made the transition coming into the lineup a lot easier. as far as faceoffs go it's obviously a lot of timing a lot of anticipation over the last couple weeks as i started to work towards this goal being able to take draws against guys like kes hank lappy that really pushes you to get to the next level and prepare yourself i think the competitive level that we have at the center position after practice before or after morning skates really gets your timing back as far as just being able to be back in the lineup call it what you want but for me it was just that desire to want to be back in the lineup it's always tough to watch your teammates doing what you want to do what you love to do but with the encouragement i had from the guys from day one made me want to push myself to be a part of it again and get back in the lineup. obviously a long ways to go the first one coming back from any time off is always a tough one just things like spatial awareness knowing how much time you have when you get a puck a lot of plays i made tonight were just chipping the puck in chipping the puck out as we go forward here i'll become more confident with the puck again start to try to make more plays skate with the puck but i think playing seven minutes in my first game back is a good transition into things. it definitely got me thinking from march th to where i am now i said it this morning it's a privilege to play in front of fans like this when you come to vancouver to say that the fans here are passionate would be a gross understatement so just to be able to be out there again to hear them cheering to hear an ovation like that it definitely makes you feel like a canuck you just feel like a part of this family. it's gone from day to day to game time decision right now i'm honestly not trying to send you guys on a wild goose chase that's just the nature of the situation right now. i feel really good yeah i felt good yesterday skating felt good this morning so again hopefully i'll continue throughout the day. it's tough to say obviously being good in the circle is going to be a big part of what i do it's always tough to say how your legs are going to be responding in a game i felt good the last few days of skating as far as my wind goes i think early on things we're going to talk about if i go is just simplicity getting my feet moving getting pucks in making smart decisions with the pucks keeping things real basic for right now. it's obviously an incredible position to be in i think everybody that's on the ice tonight has dreamed about this at some point or another in their career growing up i realize the significance of the moment at the same time once the puck's dropped i'm going to have to just again bring it back to basics just another game got to do the things i've done my whole career. for me it would obviously be a very touching moment i guess i realize how privileged i am to play in a market like vancouver we have incredible fans here they've shown me nothing but support this entire year and through this entire last couple months so it's a privilege to play in front of them i thank them for all the support that they've given me thus far. i think so in terms of game day routine knowing what to expect going into meetings just being around the guys it's not going to be a big shock for me like you said i've been in the meetings i've been at the rink at the normal time as far as routines it will be a pretty easy transition. well enough like i said i've been cleared to play i feel confident on the ice that's all that matters at this point. i believe so yeah as of right now
209,bruins,canucks,2011-06-04,michael ryder,player,i think it's pretty much on us making sure we get there battling to get to the net each team has the same rules and they can only do so much to you when you're going to the net i think it's all more on what we have to do getting in those areas to get those pucks. well he's a big goalie he plays a little back when he's down he's a big goalie i think he's done a good job for them i'm not sure if he's back i don't know don't see him that often if he's back in his net we have to try to get some shots get the puck up on him and get it by him. excited you know two days off sometimes is a little different you get to think about things a little more we didn't practice two days ago but yesterday we did we got our legs going got into it especially after a loss it was disappointing the way it ended but we've had two days to regroup and we're ready for tonight try to get that first goal
210,bruins,canucks,2011-06-04,nathan horton,player,seems like it's been a little bit hope to regroup and feel better about ourselves. i think everyone is very anxious excited to get back at it it's been a long two days we obviously need to be better we know we can there's some stuff that we talked about. i think getting to the net we put some shots on roberto but he's going to stop it when he can see we have guys there that's what we want we want traffic get in his vision a little bit. maybe it's just that first game trying to find their tendencies how everyone plays the nerves all that stuff obviously you don't want to take that first one off we don't want to lose it but we get a sense of how they play just playing against them it should be a better game. yeah i mean i think so i think with any great goaltender you want to make their life as hard as possible that means getting in front of his view being in front of him just standing there and whacking away like i said all along that's how you're going to score on good goaltenders he's no different he's a great goaltender that's the only way we're going to score. it's huge we want to go back home with a split it's a big game for us we need to get on the board obviously and feel good about ourselves again
211,bruins,canucks,2011-06-04,roberto luongo,player,i think we were all excited for manny i mean he's a great leader and a great teammate great friend obviously it was tough to see what happened a few months ago i think as a group we were just so excited for him that he's able to come back and contribute not only on the ice obviously but stuff that you guys don't see in the locker room and behind the scenes. i think obviously they're exciting and they're fun that's what playoffs are all about at the same time you don't want to get too high after a win and too low after a loss it's a big win for us but you almost immediately got to put it behind you and start focusing on the next one we know going into boston it's not going to be easy we want to make sure we're focusing on the next one not what we just accomplished here tonight. well i played my first nhl game in boston first wins first shutout against the bruins yeah pretty good history i'd say smiling. i thought i had a good warmup but anyways smiling he tries to go on me in practice all the time i was ready he wasn't going to beat me this time i was in the moment getting ready for anything when hank has the puck in front of the net anything can happen
212,bruins,canucks,2011-06-04,tyler seguin,player,i'm taking advantage of all opportunities i've been given don't want to go back to the feeling of almost waiting for an injury for you to get a chance to play that's not the emotional state i want to be in i'm trying to stay away from that. no that's a lie i don't know why he'd say that i think i do a better beard than marshy. i think everyone feels better today myself a lot of guys had their first experience in the stanley cup finals should be a different story for all of us. i think you can look at every game as a must win you can say game is a big one you can say game is a big one every game is a chance to win that's what we want. yes taking a game is something we want to do going back with a split is definitely the goal right now
213,bruins,canucks,2011-06-05,alain vigneault,coach,i think you're going to have two desperate hockey teams obviously from last night's game there were some areas that we feel we can definitely improve and do better especially in that second period where we seem to lose momentum we're going to focus on our game our game plan make every shift count and be ready for tomorrow night. i think the players have to be focused on the task at hand if you are focused on the task and what you need to do to perform well then your emotions are the right ones your intensity is the right intensity so you can go out there and execute we've been very good at that throughout the year throughout these playoffs i expect us to be the same way tomorrow. i thought he played well physical was high percentage with the puck very intense just what we had expected he had played with christian before they were a good pair they played well together we thought that for last night's game that was the way to go. i think if you look at the stat sheet at the end of the day we're hitting as hard as they are if you look at the stat sheets throughout the playoffs we're the team that's got the most hits that's part of our game kevin didn't get hit by percy he got a cheap shot in the back of the knee so that's totally different he went down because of something that obviously you don't want to see in the game but at the end of the day we know that they're a big physical team we can play a speed game but we can also play a physical type game which i think we've shown throughout the playoffs. i expect this crowd to be behind their team i mean this is an original six city passionate for their hockey i'm sure their fans are going to be real supportive just like our fans are in vancouver you have great cities two beautiful places really where you have two hockey teams that are competing real hard on the ice both games that we've seen so far have been extremely tight extremely hard fought by both teams i don't think anything's going to change here as we move to boston. well i expect him to respond the way he's done all throughout the year and how he did last night i mean he's going to focus on what he needs to do on the ice he's going to play the same way which is very intense physical he's a great hockey player he scored goals last year the coach didn't put him once on the power play imagine if i would have put him on the power play smiling. for me i just think that alex gets the game he understands not only the game on the ice but he understands the game off the ice i think that's why he's been able to make himself into a very good hockey player he was one of the hardest workers i had when i had him in winnipeg came here to vancouver and he just kept plugging away kept working at his game he's a great example of you know if you stick with it and you work at it things will come around
214,bruins,canucks,2011-06-05,chris higgins,player,that's a big advantage of this team is the amount of depth it has hopefully we can continue to get that going forward. yeah it has been a battling series i think it's unique every series but i don't think any game has come easy for us i think we've had to really earn every win we've gotten. no not really nothing personal no i think just taking it all in and enjoying the ride playing with a great team i don't think anything would stand out in my mind just one play game anything like that i think the overall experience has been something that i've always wanted
215,bruins,canucks,2011-06-05,claude julien,coach,well i think what we have to continue is to bring that part of our game to the table every night it has been part of our makeup if that's the case so be it i don't think we plan on changing that part of our game there's other parts that we feel are more important that we get better at but the physical part is going to be there i suspect it's going to be there right till the end. i think all year long we've played in front of timmy thomas to me he's a vezina trophy winner we are here right now because of his contribution which has been really good for us to be sitting here having to answer those kind of questions is ridiculous to me he's won a vezina trophy already as i mentioned he's probably going to win one this year in my mind anyway for what he's done the question is is his way of playing is really looking for something to talk about yesterday he made some unbelievable saves to keep us in the game so if we want to focus on that last goal which i think a lot of other players could have done a better job i think it's focusing on the wrong thing. well like you said he's been used to it all year to me he's handled it all year where we are right now we have to look at it this way he's got all summer long to rest now is not the time to start giving him a rest we're in a fight here for a stanley cup he's capable of taking it we feel he is if he wasn't we wouldn't be giving it to him i don't see an issue there either. well obviously first game i thought in the third period they were the better team looking back at the game having a chance to look at it again i thought even the first half the third period we were a pretty good team maybe the last minutes after they scored they picked up a little bit of momentum let's not talk about the overtime it didn't last long enough right basically it's something that we have to improve on as far as our game is concerned i thought we had good momentum when we did the right things that our hockey club should be doing when they took the momentum away from us is because we gave them an opportunity to take the momentum away from us by turning pucks over and our puck management that i talked about yesterday so that's going to have to be better we're all well aware of that i've made it clear for the last two days let's see where it takes us. well we're not going to hide the fact that we don't travel as much as they do they're probably used to this more than we are so i think it was important for us to really look at it in a way where we had to make it the best possible way for us our travel today was planned accordingly we wanted to get back on eastern standard time as quickly as we could so that's the purpose between us leaving at the time we did getting here at this time right now but our players seem to feel pretty good right now they said that they really didn't feel it we'll see tomorrow morning when they show up at the rink and maybe ask them again if they're still feeling the same way no matter what we're going to have to battle through it there's no way around it we have to fight through those kind of things i don't want to use this as an excuse or disadvantage i want us to i guess challenge ourselves to be able to fight through that kind of stuff. well i would say that's part of my job to make sure they go out there tomorrow with some confidence and we make the right adjustments i say 'my job ' as a coaching staff we have to prepare them accordingly those guys go out and play but what happens before that is our responsibility you got to put them in that position where they're going to make those adjustments i shouldn't say 'adjustments ' more of those corrections at the same time they got to have the right frame of mind going into the game we're going to make sure that we do that tomorrow that the guys are ready to go. we're never pleased with the amount of scoring chances you have you always try to get more i think you have to ask your players to maybe create more obviously in that area you also have to give the other team credit sometimes for how they defend so that's one of the areas i think that if we can improve on make it a little harder for them to defend against our offense it's certainly going to help our chances obviously i thought we got a little better yesterday but not good enough. well it's going to have to i think that's one of the things late in the game yesterday kind of reunited peverley with kelly and ryder they had some success earlier on in the playoffs i thought they seemed to be a pretty good line that was encouraging for us again it's about mixing and matching i'm going to have a better opportunity here in these next two games of having more of my say in regards to that we had to change on the fly sometimes yesterday even our d pairing we'd have one from each pairing depending on who they put on there instead of having two d's coming off you'd only have one that's what you got to do on the road you got to try to get the matchups you want at home it's a lot easier
